Processing Time, Timestamp, X, Y, Z
1589593768114, 120130, -2528, -6240, 4304
1589593768126, 120141, -2384, -6240, 4192
1589593768136, 120152, -2336, -6256, 4160
1589593768147, 120163, -2336, -6352, 4032
1589593768158, 120174, -2272, -6384, 4080
1589593768170, 120185, -2208, -6416, 4112
1589593768180, 120196, -2336, -6448, 4224
1589593768192, 120207, -2304, -6384, 4256
1589593768203, 120218, -2400, -6400, 4224
1589593768214, 120229, -2432, -6272, 4128
1589593768225, 120240, -2224, -6256, 4016
1589593768235, 120251, -2240, -6400, 4128
1589593768247, 120262, -2272, -6464, 3952
1589593768257, 120273, -2208, -6608, 3984
1589593768269, 120284, -2192, -6672, 4096
1589593768280, 120295, -2144, -6800, 4016
1589593768290, 120306, -2192, -6800, 4064
1589593768301, 120317, -2256, -6640, 4112
1589593768313, 120328, -2224, -6624, 4080
1589593768323, 120339, -2272, -6640, 4000
1589593768335, 120350, -2320, -6608, 3872
1589593768346, 120361, -2304, -6672, 3856
1589593768356, 120372, -2320, -6816, 3760
1589593768368, 120383, -2256, -6784, 3728
1589593768379, 120394, -2176, -6928, 3552
1589593768390, 120405, -2176, -6960, 3472
1589593768401, 120416, -2160, -6976, 3424
1589593768411, 120427, -2208, -6944, 3424
1589593768423, 120438, -2208, -6912, 3440
1589593768433, 120449, -2176, -6896, 3504
1589593768444, 120460, -2288, -6880, 3488
1589593768456, 120471, -2256, -6832, 3504
1589593768467, 120482, -2256, -6832, 3488
1589593768477, 120493, -2240, -6784, 3472
1589593768489, 120504, -2256, -6800, 3328
1589593768500, 120515, -2176, -6784, 3376
1589593768510, 120526, -2192, -6784, 3328
1589593768521, 120537, -2176, -6816, 3520
1589593768532, 120548, -2144, -6848, 3376
1589593768544, 120559, -2208, -6848, 3392
1589593768555, 120570, -2192, -6960, 3264
1589593768566, 120581, -2256, -6896, 3312
1589593768577, 120592, -2336, -6832, 3360
1589593768588, 120603, -2352, -6752, 3312
1589593768598, 120614, -2352, -6720, 3264
1589593768609, 120625, -2256, -6784, 3248
1589593768620, 120636, -2272, -6784, 3104
1589593768632, 120647, -2224, -6832, 3136
1589593768643, 120658, -2240, -6880, 3136
1589593768654, 120669, -2208, -6960, 3104
1589593768665, 120680, -2272, -6912, 3152
1589593768675, 120691, -2208, -7008, 3184
1589593768687, 120702, -2352, -6928, 3104
1589593768698, 120713, -2384, -6864, 3216
1589593768708, 120724, -2384, -6864, 3264
1589593768719, 120735, -2384, -6928, 3296
1589593768731, 120746, -2352, -6944, 3280
1589593768741, 120757, -2352, -6960, 3280
1589593768753, 120768, -2368, -6992, 3248
1589593768764, 120779, -2320, -7040, 3168
1589593768775, 120790, -2224, -7152, 3104
1589593768786, 120801, -2320, -7008, 3056
1589593768797, 120812, -2224, -6896, 3056
1589593768808, 120823, -2256, -6912, 3088
1589593768819, 120834, -2176, -6960, 3008
1589593768829, 120845, -2128, -6960, 3040
1589593768840, 120856, -2048, -7040, 2928
1589593768851, 120867, -2208, -7024, 3088
1589593768862, 120878, -2224, -6992, 3152
1589593768874, 120889, -2176, -6944, 3216
1589593768885, 120900, -2176, -6960, 3088
1589593768896, 120911, -2160, -6992, 3120
1589593768907, 120922, -2080, -7056, 3088
1589593768917, 120933, -2144, -7072, 3072
1589593768929, 120944, -2096, -7184, 3088
1589593768939, 120955, -2016, -7168, 3008
1589593768951, 120966, -2080, -7056, 3008
1589593768961, 120977, -2096, -7040, 3024
1589593768973, 120988, -2128, -6976, 3088
1589593768983, 120999, -2128, -6960, 3120
1589593768995, 121010, -2128, -7024, 3280
1589593769005, 121021, -2080, -7072, 3136
1589593769017, 121032, -2176, -7088, 3136
1589593769027, 121043, -2128, -7104, 3120
1589593769039, 121054, -2112, -7168, 3072
1589593769049, 121065, -2128, -7152, 3168
1589593769061, 121076, -2176, -7072, 3408
1589593769072, 121087, -2176, -6960, 3232
1589593769083, 121098, -2176, -6960, 3264
1589593769094, 121109, -2144, -6912, 3280
1589593769104, 121120, -2160, -6832, 3216
1589593769115, 121131, -2224, -6880, 3264
1589593769127, 121142, -2176, -6896, 3264
1589593769137, 121153, -2208, -6864, 3360
1589593769149, 121164, -2192, -6896, 3360
1589593769160, 121175, -2160, -6848, 3328
1589593769170, 121186, -2160, -6848, 3312
1589593769182, 121197, -2128, -6864, 3216
1589593769193, 121208, -2048, -6832, 3216
1589593769204, 121219, -2208, -6864, 3216
1589593769214, 121230, -2176, -6944, 3312
1589593769226, 121241, -2128, -6944, 3328
1589593769237, 121252, -2160, -6960, 3232
1589593769248, 121263, -2160, -6928, 3232
1589593769258, 121274, -2192, -6976, 3248
1589593769270, 121285, -2128, -6960, 3152
1589593769280, 121296, -2224, -6976, 3088
1589593769292, 121307, -2176, -7024, 3072
1589593769302, 121318, -2080, -7104, 3136
1589593769314, 121329, -2096, -7136, 3184
1589593769325, 121340, -2112, -7024, 3088
1589593769336, 121351, -2144, -7024, 3024
1589593769346, 121362, -2080, -7008, 3120
1589593769357, 121373, -2080, -7072, 3040
1589593769368, 121384, -2080, -7056, 2992
1589593769380, 121395, -2096, -6928, 3008
1589593769390, 121406, -2144, -6944, 2992
1589593769402, 121417, -2080, -6976, 3008
1589593769413, 121428, -2144, -7040, 3040
1589593769423, 121439, -2080, -7040, 3072
1589593769435, 121450, -2080, -7024, 2848
1589593769446, 121461, -2096, -6992, 2992
1589593769457, 121472, -2064, -7040, 2976
1589593769467, 121483, -2000, -7072, 3008
1589593769478, 121494, -2048, -7056, 3088
1589593769489, 121505, -2096, -7024, 3056
1589593769500, 121516, -2032, -7056, 2992
1589593769512, 121527, -2016, -7008, 3008
1589593769522, 121538, -2000, -6944, 3040
1589593769533, 121549, -2112, -6896, 2944
1589593769545, 121560, -2080, -6912, 3056
1589593769556, 121571, -2144, -6896, 3104
1589593769566, 121582, -2096, -7008, 3104
1589593769577, 121593, -2080, -7088, 3184
1589593769589, 121604, -2016, -7088, 3184
1589593769599, 121615, -2080, -7056, 3072
1589593769610, 121626, -2096, -7072, 3008
1589593769622, 121637, -2032, -7024, 3072
1589593769633, 121648, -1968, -7040, 2896
1589593769643, 121659, -2032, -7024, 2880
1589593769654, 121670, -2000, -7104, 2960
1589593769666, 121681, -1952, -7136, 2928
1589593769677, 121692, -2000, -7216, 2896
1589593769688, 121703, -1984, -7184, 2976
1589593769698, 121714, -1968, -7200, 2816
1589593769709, 121725, -2000, -7152, 2864
1589593769720, 121736, -2016, -7216, 2816
1589593769731, 121747, -1968, -7200, 2928
1589593769742, 121758, -2064, -7200, 2864
1589593769753, 121769, -1920, -7184, 2960
1589593769765, 121780, -2016, -7136, 2928
1589593769775, 121791, -2064, -7168, 2896
1589593769786, 121802, -2000, -7040, 2848
1589593769798, 121813, -2032, -7088, 2848
1589593769808, 121824, -1984, -7040, 2912
1589593769820, 121835, -2000, -7120, 2864
1589593769830, 121846, -1968, -7104, 2832
1589593769841, 121857, -1936, -7120, 2784
1589593769853, 121868, -2048, -7136, 2784
1589593769864, 121879, -1984, -7136, 2784
1589593769874, 121890, -2016, -7184, 2720
1589593769886, 121901, -2048, -7184, 2768
1589593769896, 121912, -1984, -7168, 2816
1589593769908, 121923, -2048, -7152, 2800
1589593769919, 121934, -2032, -7088, 2752
1589593769929, 121945, -2000, -7088, 2864
1589593769940, 121956, -1984, -7104, 2672
1589593769951, 121967, -1968, -7072, 2864
1589593769963, 121978, -2000, -7104, 2896
1589593769974, 121989, -2000, -7072, 2816
1589593769984, 122000, -1920, -7120, 2832
1589593769995, 122011, -1872, -7104, 2816
1589593770007, 122022, -1840, -7168, 2720
1589593770018, 122033, -1888, -7168, 2752
1589593770029, 122044, -1888, -7136, 2768
1589593770039, 122055, -1936, -7200, 2768
1589593770051, 122066, -1888, -7200, 2848
1589593770061, 122077, -1920, -7152, 2848
1589593770072, 122088, -1968, -7280, 2896
1589593770084, 122099, -1968, -7232, 2928
1589593770095, 122110, -1968, -7248, 2992
1589593770105, 122121, -1888, -7216, 2880
1589593770117, 122132, -1952, -7200, 2864
1589593770128, 122143, -1920, -7248, 2896
1589593770139, 122154, -1952, -7232, 2784
1589593770149, 122165, -1904, -7136, 2848
1589593770160, 122176, -1904, -7024, 2880
1589593770172, 122187, -1936, -7088, 2688
1589593770183, 122198, -1920, -7040, 2656
1589593770194, 122209, -1872, -7184, 2832
1589593770204, 122220, -1904, -7152, 2624
1589593770215, 122231, -1904, -7088, 2656
1589593770227, 122242, -1888, -7072, 2512
1589593770237, 122253, -1968, -7072, 2608
1589593770249, 122264, -1952, -7072, 2704
1589593770260, 122275, -2000, -7040, 2640
1589593770271, 122286, -1968, -6992, 2784
1589593770282, 122297, -1952, -7104, 2752
1589593770293, 122308, -1920, -7120, 2832
1589593770303, 122319, -2016, -7168, 2752
1589593770314, 122330, -2016, -7264, 2864
1589593770326, 122341, -1984, -7216, 2864
1589593770336, 122352, -1968, -7296, 2944
1589593770348, 122363, -2032, -7296, 2864
1589593770358, 122374, -2112, -7200, 2880
1589593770370, 122385, -2048, -7184, 2832
1589593770380, 122396, -2048, -7232, 2768
1589593770391, 122407, -2176, -7280, 2784
1589593770403, 122418, -2032, -7296, 2784
1589593770413, 122429, -1968, -7392, 2832
1589593770424, 122440, -1936, -7328, 2736
1589593770436, 122451, -1920, -7296, 2704
1589593770447, 122462, -1984, -7280, 2656
1589593770457, 122473, -1968, -7200, 2624
1589593770468, 122484, -1936, -7184, 2640
1589593770480, 122495, -2000, -7216, 2624
1589593770491, 122506, -1968, -7216, 2640
1589593770501, 122517, -1984, -7136, 2640
1589593770512, 122528, -1952, -7184, 2640
1589593770524, 122539, -1968, -7184, 2592
1589593770534, 122550, -1968, -7136, 2560
1589593770545, 122561, -2016, -7120, 2688
1589593770556, 122572, -1968, -7200, 2688
1589593770568, 122583, -1952, -7136, 2544
1589593770579, 122594, -1936, -7168, 2624
1589593770590, 122605, -1952, -7152, 2672
1589593770600, 122616, -1968, -7152, 2512
1589593770612, 122627, -1920, -7168, 2656
1589593770622, 122638, -1984, -7152, 2656
1589593770634, 122649, -1984, -7104, 2560
1589593770644, 122660, -2016, -7104, 2720
1589593770656, 122671, -2080, -7104, 2736
1589593770667, 122682, -2032, -7024, 2576
1589593770677, 122693, -2032, -7040, 2672
1589593770689, 122704, -2000, -7056, 2640
1589593770699, 122715, -2000, -7200, 2768
1589593770711, 122726, -1968, -7264, 2768
1589593770722, 122737, -2032, -7248, 2880
1589593770732, 122748, -2000, -7216, 2720
1589593770744, 122759, -2080, -7216, 2848
1589593770754, 122770, -1968, -7200, 2880
1589593770766, 122781, -2016, -7168, 2864
1589593770777, 122792, -1904, -7280, 2880
1589593770788, 122803, -1952, -7216, 2848
1589593770799, 122814, -1904, -7200, 2992
1589593770810, 122825, -1808, -7200, 3072
1589593770821, 122836, -1744, -7248, 3216
1589593770831, 122847, -1744, -7216, 3360
1589593770843, 122858, -1616, -7312, 3520
1589593770853, 122869, -1584, -7168, 3872
1589593770864, 122880, -1504, -7104, 4256
1589593770876, 122891, -1792, -6976, 4672
1589593770886, 122902, -1856, -6848, 5328
1589593770898, 122913, -2064, -6752, 5584
1589593770909, 122924, -2112, -6592, 5984
1589593770920, 122935, -2432, -6304, 6368
1589593770931, 122946, -2592, -5856, 6848
1589593770941, 122957, -3008, -5392, 7232
1589593770952, 122968, -3472, -4704, 7856
1589593770964, 122979, -3664, -4192, 8352
1589593770975, 122990, -3936, -4240, 8512
1589593770986, 123001, -3968, -4816, 8208
1589593770996, 123012, -3888, -5520, 7600
1589593771008, 123023, -3872, -6192, 6624
1589593771019, 123034, -3808, -7024, 5520
1589593771030, 123045, -3216, -7440, 4864
1589593771041, 123056, -3392, -7104, 4336
1589593771051, 123067, -3424, -6672, 4528
1589593771062, 123078, -3792, -5936, 4576
1589593771073, 123089, -4016, -5696, 4640
1589593771085, 123100, -4144, -5696, 4816
1589593771096, 123111, -4512, -5824, 4800
1589593771106, 123122, -4784, -6016, 4672
1589593771117, 123133, -4928, -6112, 4384
1589593771129, 123144, -5136, -6160, 3872
1589593771140, 123155, -5200, -6112, 2960
1589593771150, 123166, -5120, -6048, 2400
1589593771162, 123177, -5216, -5824, 2016
1589593771173, 123188, -5248, -5552, 1904
1589593771183, 123199, -5488, -5360, 2016
1589593771195, 123210, -5744, -5344, 2016
1589593771206, 123221, -5664, -5792, 1968
1589593771216, 123232, -6016, -6272, 1600
1589593771227, 123243, -5936, -6960, 1328
1589593771239, 123254, -5920, -7488, 864
1589593771250, 123265, -5808, -7888, 320
1589593771261, 123276, -6032, -6928, -816
1589593771272, 123287, -5856, -6576, -2416
1589593771282, 123298, -4976, -7040, -2672
1589593771293, 123309, -5984, -8000, -4880
1589593771304, 123320, -6288, -8576, -6144
1589593771317, 123331, -4640, -8432, -6320
1589593771327, 123342, -3552, -7840, -5952
1589593771337, 123353, -3312, -7472, -5376
1589593771349, 123364, -3264, -7568, -4960
1589593771360, 123375, -3040, -7712, -4240
1589593771371, 123386, -3152, -7776, -3440
1589593771382, 123397, -3728, -8128, -2464
1589593771392, 123408, -4464, -8688, -512
1589593771404, 123419, -4848, -8640, 2512
1589593771414, 123430, -5296, -9344, 2752
1589593771426, 123441, -6400, -8720, 2672
1589593771436, 123452, -5744, -8432, 1296
1589593771448, 123463, -5920, -8256, -400
1589593771459, 123474, -6048, -8080, -1680
1589593771470, 123485, -6992, -8288, -2304
1589593771480, 123496, -7616, -8624, -2688
1589593771492, 123507, -7776, -9360, -2720
1589593771503, 123518, -9024, -9536, -2688
1589593771514, 123529, -9312, -9360, -2384
1589593771524, 123540, -9216, -8864, -2032
1589593771536, 123551, -10016, -8576, -1792
1589593771547, 123562, -9840, -8480, -1472
1589593771557, 123573, -9840, -8752, -1872
1589593771569, 123584, -9392, -9104, -2080
1589593771580, 123595, -8944, -9840, -2032
1589593771591, 123606, -9584, -10336, -1760
1589593771602, 123617, -9664, -10704, -1184
1589593771613, 123628, -11104, -10464, -608
1589593771624, 123639, -13904, -8880, 192
1589593771635, 123650, -14656, -6416, 1184
1589593771646, 123661, -14768, -3840, 2720
1589593771656, 123672, -15328, -1696, 5056
1589593771667, 123683, -15888, -304, 7760
1589593771679, 123694, -15936, 816, 10544
1589593771689, 123705, -15072, 880, 11328
1589593771701, 123716, -13776, 272, 10768
1589593771711, 123727, -13488, -256, 9440
1589593771722, 123738, -12288, -608, 8880
1589593771734, 123749, -11280, -1216, 8432
1589593771745, 123760, -11184, -2080, 9616
1589593771756, 123771, -9216, -2960, 10176
1589593771767, 123782, -9248, -4432, 8928
1589593771777, 123793, -9360, -4880, 9024
1589593771788, 123804, -7696, -4144, 8368
1589593771799, 123815, -6864, -3728, 7776
1589593771811, 123826, -6640, -3760, 7008
1589593771822, 123837, -6368, -3696, 7232
1589593771832, 123848, -5584, -2960, 7152
1589593771843, 123859, -5120, -2624, 6960
1589593771854, 123870, -4528, -2896, 6368
1589593771866, 123881, -3968, -3664, 5552
1589593771877, 123892, -3664, -4096, 5072
1589593771887, 123903, -3376, -4736, 4720
1589593771898, 123914, -3264, -5328, 4192
1589593771910, 123925, -2576, -5760, 3920
1589593771920, 123936, -2288, -6224, 3968
1589593771932, 123947, -2256, -6576, 3904
1589593771943, 123958, -1680, -6688, 4160
1589593771953, 123969, -1552, -6016, 3936
1589593771964, 123980, -1536, -5664, 3600
1589593771975, 123991, -1600, -5648, 3136
1589593771987, 124002, -1552, -5760, 2864
1589593771998, 124013, -1584, -5920, 2960
1589593772008, 124024, -1312, -6096, 2992
1589593772020, 124035, -1216, -6560, 3008
1589593772031, 124046, -1024, -7008, 3104
1589593772042, 124057, -784, -7312, 3184
1589593772052, 124068, -752, -7216, 3120
1589593772064, 124079, -864, -7056, 3168
1589593772075, 124090, -1008, -6656, 3104
1589593772086, 124101, -1056, -6384, 3072
1589593772096, 124112, -1200, -6384, 3136
1589593772108, 124123, -1232, -6592, 3392
1589593772119, 124134, -1264, -7056, 3376
1589593772130, 124145, -1184, -7184, 3408
1589593772141, 124156, -1040, -7232, 3152
1589593772152, 124167, -992, -7392, 2912
1589593772163, 124178, -720, -7296, 3088
1589593772174, 124189, -336, -11552, -10160
1589593772184, 124200, -160, -9872, -720
1589593772196, 124211, -1136, -5168, 6240
1589593772206, 124222, -1584, -7584, 3280
1589593772218, 124233, -1360, -6320, 4720
1589593772228, 124244, -1648, -7168, 3680
1589593772240, 124255, -1536, -7456, 3776
1589593772251, 124266, -1584, -7264, 4368
1589593772261, 124277, -1792, -7872, 3648
1589593772273, 124288, -1824, -7648, 3872
1589593772284, 124299, -1936, -7152, 3552
1589593772294, 124310, -1936, -3520, 6960
1589593772305, 124321, -1792, -3616, 8640
1589593772316, 124332, -2224, -7552, 848
1589593772328, 124343, -2208, -4224, 5664
1589593772338, 124354, -2304, -5568, 3936
1589593772350, 124365, -2624, -5776, 4352
1589593772361, 124376, -2672, -6304, 3600
1589593772371, 124387, -2656, -6416, 2880
1589593772383, 124398, -2496, -5632, 4016
1589593772394, 124409, -2256, -6208, 3344
1589593772405, 124420, -2288, -6144, 3968
1589593772415, 124431, -2384, -6064, 4192
1589593772427, 124442, -2288, -6048, 4000
1589593772438, 124453, -2272, -6096, 4256
1589593772448, 124464, -2208, -6336, 3936
1589593772459, 124475, -2240, -6160, 3584
1589593772471, 124486, -2320, -5856, 3648
1589593772481, 124497, -2304, -5728, 3488
1589593772492, 124508, -2304, -5856, 3520
1589593772504, 124519, -2272, -5872, 3568
1589593772514, 124530, -2400, -6096, 3632
1589593772526, 124541, -2496, -6224, 3792
1589593772536, 124552, -2368, -6304, 3920
1589593772548, 124563, -2256, -6160, 4032
1589593772559, 124574, -2288, -6368, 3888
1589593772569, 124585, -2336, -6656, 3776
1589593772580, 124596, -2304, -6912, 3536
1589593772592, 124607, -2480, -6944, 3392
1589593772603, 124618, -2528, -6752, 3232
1589593772614, 124629, -2400, -6720, 3120
1589593772625, 124640, -2320, -6960, 3296
1589593772635, 124651, -1968, -7152, 3488
1589593772647, 124662, -2112, -7408, 3488
1589593772657, 124673, -2128, -7616, 3632
1589593772669, 124684, -2304, -7632, 3664
1589593772680, 124695, -2336, -7712, 3520
1589593772690, 124706, -2400, -7904, 3168
1589593772702, 124717, -2256, -8144, 2976
1589593772713, 124728, -2176, -8336, 2816
1589593772723, 124739, -2176, -8336, 2672
1589593772734, 124750, -2000, -8352, 2704
1589593772745, 124761, -2000, -8720, 2704
1589593772757, 124772, -1984, -8816, 2640
1589593772768, 124783, -2016, -8768, 2544
1589593772778, 124794, -1952, -8592, 2288
1589593772789, 124805, -1904, -8464, 2288
1589593772801, 124816, -1872, -8400, 2192
1589593772812, 124827, -1792, -8640, 2080
1589593772822, 124838, -1696, -8784, 2144
1589593772834, 124849, -1648, -8880, 2272
1589593772845, 124860, -1648, -8864, 2352
1589593772855, 124871, -1680, -8784, 2288
1589593772867, 124882, -1632, -8560, 2352
1589593772878, 124893, -1584, -8448, 2384
1589593772888, 124904, -1680, -8240, 2400
1589593772900, 124915, -1680, -8080, 2704
1589593772911, 124926, -1648, -7728, 2672
1589593772921, 124937, -1920, -7440, 2784
1589593772933, 124948, -1904, -7200, 2800
1589593772944, 124959, -1872, -7152, 2848
1589593772955, 124970, -1920, -7168, 2944
1589593772965, 124981, -1760, -7200, 3024
1589593772977, 124992, -1808, -7216, 2928
1589593772988, 125003, -1680, -7216, 2784
1589593772998, 125014, -1504, -7232, 2736
1589593773010, 125025, -1568, -7168, 2816
1589593773020, 125036, -1584, -7056, 2864
1589593773031, 125047, -1584, -6912, 3072
1589593773043, 125058, -1600, -6752, 3152
1589593773054, 125069, -1648, -6656, 3424
1589593773064, 125080, -1760, -6576, 3712
1589593773075, 125091, -1920, -6560, 3904
1589593773087, 125102, -1936, -6512, 3984
1589593773097, 125113, -2000, -6592, 4096
1589593773109, 125124, -1968, -6528, 4208
1589593773120, 125135, -1984, -6544, 4320
1589593773130, 125146, -2016, -6464, 4320
1589593773142, 125157, -2048, -6352, 4368
1589593773152, 125168, -2032, -6208, 4640
1589593773164, 125179, -2032, -6208, 4544
1589593773175, 125190, -2144, -6224, 4528
1589593773185, 125201, -2064, -6192, 4800
1589593773196, 125212, -2096, -6144, 4576
1589593773207, 125223, -2048, -6176, 4480
1589593773219, 125234, -1968, -6240, 4448
1589593773230, 125245, -1808, -6272, 4272
1589593773241, 125256, -1696, -6352, 4256
1589593773252, 125267, -1728, -6320, 4208
1589593773263, 125278, -1712, -6336, 4256
1589593773274, 125289, -1744, -6272, 4272
1589593773284, 125300, -1728, -6304, 4352
1589593773296, 125311, -1680, -6400, 4304
1589593773306, 125322, -1616, -6528, 4336
1589593773318, 125333, -1632, -6576, 4304
1589593773328, 125344, -1536, -6640, 4272
1589593773340, 125355, -1520, -6608, 4384
1589593773351, 125366, -1520, -6672, 4272
1589593773362, 125377, -1488, -6704, 4272
1589593773373, 125388, -1536, -6640, 4400
1589593773384, 125399, -1488, -6560, 4336
1589593773394, 125410, -1600, -6416, 4288
1589593773406, 125421, -1568, -6320, 4448
1589593773416, 125432, -1536, -6304, 4336
1589593773427, 125443, -1520, -6272, 4352
1589593773439, 125454, -1584, -6272, 4288
1589593773450, 125465, -1536, -6336, 4304
1589593773461, 125476, -1536, -6272, 4288
1589593773471, 125487, -1488, -6432, 4192
1589593773483, 125498, -1504, -6512, 4368
1589593773494, 125509, -1536, -6528, 4352
1589593773504, 125520, -1472, -6544, 4368
1589593773516, 125531, -1488, -6528, 4368
1589593773527, 125542, -1472, -6496, 4352
1589593773538, 125553, -1520, -6448, 4352
1589593773548, 125564, -1472, -6368, 4320
1589593773559, 125575, -1456, -6400, 4480
1589593773571, 125586, -1456, -6480, 4272
1589593773582, 125597, -1408, -6560, 4256
1589593773593, 125608, -1408, -6640, 4320
1589593773603, 125619, -1488, -6704, 4320
1589593773614, 125630, -1424, -6656, 4336
1589593773625, 125641, -1488, -6656, 4368
1589593773637, 125652, -1440, -6560, 4320
1589593773648, 125663, -1424, -6544, 4352
1589593773658, 125674, -1520, -6560, 4352
1589593773669, 125685, -1504, -6512, 4368
1589593773681, 125696, -1456, -6384, 4384
1589593773692, 125707, -1456, -6416, 4288
1589593773703, 125718, -1488, -6384, 4400
1589593773714, 125729, -1440, -6256, 4416
1589593773725, 125740, -1424, -6288, 4368
1589593773736, 125751, -1408, -6224, 4368
1589593773746, 125762, -1408, -6288, 4464
1589593773758, 125773, -1312, -6288, 4496
1589593773768, 125784, -1504, -6192, 4560
1589593773780, 125795, -1472, -6128, 4608
1589593773790, 125806, -1376, -6208, 4544
1589593773802, 125817, -1440, -6240, 4480
1589593773812, 125828, -1360, -6160, 4544
1589593773823, 125839, -1360, -6128, 4464
1589593773834, 125850, -1440, -6112, 4464
1589593773845, 125861, -1376, -6032, 4496
1589593773857, 125872, -1488, -6080, 4624
1589593773868, 125883, -1408, -6112, 4560
1589593773878, 125894, -1392, -6304, 4544
1589593773890, 125905, -1312, -6320, 4496
1589593773900, 125916, -1312, -6352, 4496
1589593773912, 125927, -1328, -6368, 4464
1589593773923, 125938, -1264, -6368, 4448
1589593773934, 125949, -1280, -6368, 4512
1589593773944, 125960, -1248, -6368, 4608
1589593773956, 125971, -1344, -6304, 4576
1589593773966, 125982, -1376, -6288, 4592
1589593773978, 125993, -1296, -6336, 4528
1589593773988, 126004, -1344, -6384, 4512
1589593773999, 126015, -1296, -6448, 4528
1589593774011, 126026, -1264, -6512, 4528
1589593774022, 126037, -1280, -6560, 4448
1589593774033, 126048, -1200, -6560, 4192
1589593774043, 126059, -1136, -6512, 4304
1589593774054, 126070, -1184, -6384, 4304
1589593774065, 126081, -1216, -6224, 4304
1589593774077, 126092, -1200, -6192, 4304
1589593774088, 126103, -1232, -6224, 4288
1589593774098, 126114, -1216, -6256, 4288
1589593774109, 126125, -1120, -6288, 4256
1589593774120, 126136, -1168, -6432, 4240
1589593774131, 126147, -1280, -6496, 4352
1589593774143, 126158, -1312, -6512, 4352
1589593774154, 126169, -1136, -6464, 4400
1589593774165, 126180, -1136, -6720, 4304
1589593774175, 126191, -1136, -6768, 4192
1589593774187, 126202, -1040, -6848, 4208
1589593774197, 126213, -960, -6864, 4320
1589593774209, 126224, -1328, -6896, 4448
1589593774219, 126235, -1408, -6720, 4544
1589593774231, 126246, -1568, -6128, 4816
1589593774241, 126257, -1296, -6064, 4944
1589593774253, 126268, -1520, -5952, 4624
1589593774264, 126279, -1632, -6096, 4480
1589593774274, 126290, -1872, -5808, 4592
1589593774286, 126301, -1904, -5536, 4352
1589593774296, 126312, -1760, -5568, 4272
1589593774308, 126323, -1680, -5680, 4128
1589593774319, 126334, -1648, -5936, 4192
1589593774329, 126345, -1600, -5984, 4240
1589593774341, 126356, -1808, -6016, 4416
1589593774351, 126367, -2096, -5664, 4656
1589593774363, 126378, -2176, -5408, 5008
1589593774373, 126389, -2208, -5120, 5008
1589593774385, 126400, -2192, -4976, 4800
1589593774395, 126411, -2320, -5008, 4496
1589593774407, 126422, -2224, -5216, 4400
1589593774417, 126433, -2128, -5696, 4608
1589593774429, 126444, -2432, -5984, 5200
1589593774440, 126455, -2336, -5824, 4896
1589593774451, 126466, -2272, -5856, 4944
1589593774461, 126477, -2400, -5696, 4832
1589593774472, 126488, -2560, -5648, 4624
1589593774484, 126499, -2560, -5616, 4448
1589593774494, 126510, -2480, -5600, 4224
1589593774506, 126521, -2608, -5424, 4064
1589593774516, 126532, -2784, -5200, 4208
1589593774527, 126543, -2992, -5120, 4448
1589593774539, 126554, -3168, -5312, 4832
1589593774549, 126565, -3456, -5488, 4816
1589593774560, 126576, -3600, -5616, 4592
1589593774571, 126587, -3520, -5840, 4512
1589593774583, 126598, -3600, -6000, 4448
1589593774594, 126609, -3776, -6160, 4464
1589593774604, 126620, -4112, -6192, 4496
1589593774615, 126631, -4304, -6208, 4400
1589593774627, 126642, -4608, -6240, 4208
1589593774638, 126653, -4624, -6032, 3904
1589593774649, 126664, -5232, -5856, 3680
1589593774659, 126675, -5760, -5488, 3472
1589593774671, 126686, -5840, -5360, 3232
1589593774681, 126697, -6784, -5440, 3200
1589593774693, 126708, -6768, -5648, 3520
1589593774703, 126719, -6800, -5824, 4400
1589593774714, 126730, -6560, -5440, 5168
1589593774725, 126741, -6480, -4560, 5504
1589593774737, 126752, -6432, -3888, 5344
1589593774747, 126763, -6032, -3376, 4832
1589593774759, 126774, -5936, -2880, 4144
1589593774770, 126785, -5536, -2816, 3648
1589593774781, 126796, -5424, -2976, 3344
1589593774792, 126807, -5184, -3488, 3264
1589593774803, 126818, -5184, -3936, 3520
1589593774813, 126829, -5216, -4320, 4032
1589593774825, 126840, -5264, -4800, 4528
1589593774835, 126851, -5184, -4992, 4912
1589593774847, 126862, -5088, -4944, 5264
1589593774857, 126873, -4944, -4832, 5360
1589593774868, 126884, -4864, -4768, 5216
1589593774880, 126895, -4544, -4576, 5040
1589593774890, 126906, -4592, -4832, 5072
1589593774902, 126917, -4144, -5056, 5232
1589593774913, 126928, -4032, -5296, 5664
1589593774923, 126939, -4048, -5120, 5888
1589593774935, 126950, -3904, -4928, 6192
1589593774945, 126961, -3904, -4672, 6112
1589593774957, 126972, -3808, -4224, 5984
1589593774967, 126983, -3488, -4016, 5664
1589593774978, 126994, -3344, -3952, 5360
1589593774989, 127005, -3216, -3888, 5184
1589593775001, 127016, -3200, -3840, 5072
1589593775012, 127027, -3264, -3840, 5056
1589593775023, 127038, -3248, -3952, 5216
1589593775033, 127049, -3360, -4112, 5296
1589593775045, 127060, -3456, -4416, 5424
1589593775056, 127071, -3552, -4464, 5440
1589593775067, 127082, -3776, -4320, 5552
1589593775077, 127093, -4016, -4176, 5808
1589593775089, 127104, -3984, -4096, 5840
1589593775100, 127115, -4016, -4272, 5776
