Processing Time, Timestamp, X, Y, Z
1589593761119, 113134, -2576, -5968, 4752
1589593761130, 113145, -2624, -6016, 4704
1589593761140, 113156, -2656, -5936, 4480
1589593761151, 113167, -2576, -5920, 4352
1589593761163, 113178, -2368, -5760, 4432
1589593761173, 113189, -2432, -5648, 4608
1589593761184, 113200, -2528, -5728, 4608
1589593761195, 113211, -2384, -5824, 4720
1589593761206, 113222, -3488, -1952, 8016
1589593761217, 113233, -2592, -9152, -400
1589593761228, 113244, -2096, -3872, 7872
1589593761240, 113255, -2288, -4976, 6288
1589593761250, 113266, -2448, -6720, 3728
1589593761262, 113277, -2288, -5792, 5328
1589593761273, 113288, -2432, -6288, 4512
1589593761284, 113299, -2336, -5936, 4960
1589593761295, 113310, -2400, -6240, 4448
1589593761305, 113321, -2432, -6144, 4368
1589593761317, 113332, -1600, -1072, 12048
1589593761328, 113343, -2688, -8880, 256
1589593761339, 113354, -2432, -6000, 4512
1589593761349, 113365, -2384, -6032, 4320
1589593761360, 113376, -2528, -5408, 5232
1589593761372, 113387, -2704, -4800, 5984
1589593761382, 113398, -2624, -6240, 3792
1589593761394, 113409, -2576, -5216, 4496
1589593761405, 113420, -2576, -5472, 5184
1589593761415, 113431, -2640, -5888, 4960
1589593761427, 113442, -2640, -5936, 4976
1589593761438, 113453, -2624, -6320, 4448
1589593761449, 113464, -2320, -6160, 4672
1589593761459, 113475, -2224, -6224, 4752
1589593761471, 113486, -2320, -6176, 4448
1589593761481, 113497, -2432, -5920, 4608
1589593761492, 113508, -2384, -5776, 4640
1589593761504, 113519, -2544, -5696, 4704
1589593761514, 113530, -2576, -5648, 4592
1589593761525, 113541, -2496, -5632, 4720
1589593761537, 113552, -2544, -5696, 4736
1589593761548, 113563, -2560, -5776, 4640
1589593761558, 113574, -2464, -5744, 4480
1589593761569, 113585, -2512, -5840, 4560
1589593761581, 113596, -2416, -5936, 4576
1589593761591, 113607, -2496, -5984, 4656
1589593761602, 113618, -2496, -6048, 4592
1589593761613, 113629, -2400, -6112, 4480
1589593761625, 113640, -2480, -6160, 4480
1589593761636, 113651, -2400, -6256, 4384
1589593761647, 113662, -2384, -6448, 4144
1589593761657, 113673, -2448, -6432, 4128
1589593761668, 113684, -2368, -6560, 4096
1589593761680, 113695, -2336, -6784, 4000
1589593761690, 113706, -2384, -6768, 4112
1589593761701, 113717, -2416, -6768, 4096
1589593761713, 113728, -2544, -6592, 4064
1589593761723, 113739, -2512, -6592, 4080
1589593761734, 113750, -2528, -6592, 4112
1589593761745, 113761, -2576, -6672, 4112
1589593761757, 113772, -2512, -6704, 4064
1589593761768, 113783, -2448, -6688, 3904
1589593761778, 113794, -2512, -6640, 3744
1589593761790, 113805, -2528, -6576, 3648
1589593761801, 113816, -2448, -6560, 3584
1589593761812, 113827, -2560, -6496, 3520
1589593761823, 113838, -2464, -6416, 3552
1589593761834, 113849, -2528, -6336, 3568
1589593761844, 113860, -2496, -6272, 3552
1589593761856, 113871, -2528, -6208, 3584
1589593761866, 113882, -2592, -6016, 3632
1589593761878, 113893, -2480, -5968, 3520
1589593761888, 113904, -2448, -5904, 3456
1589593761900, 113915, -2384, -5744, 3296
1589593761910, 113926, -2320, -5744, 3296
1589593761921, 113937, -2352, -5632, 3328
1589593761933, 113948, -2336, -5648, 3504
1589593761944, 113959, -2240, -5568, 3472
1589593761954, 113970, -2272, -5504, 3568
1589593761966, 113981, -2336, -5360, 3536
1589593761976, 113992, -2192, -5440, 3744
1589593761988, 114003, -2144, -5504, 3888
1589593761999, 114014, -2336, -5664, 3888
1589593762010, 114025, -2320, -5792, 4208
1589593762021, 114036, -2416, -5840, 4384
1589593762031, 114047, -2464, -6048, 4608
1589593762043, 114058, -2544, -6160, 4672
1589593762053, 114069, -2624, -6352, 4704
1589593762064, 114080, -2608, -6592, 4704
1589593762076, 114091, -2496, -6800, 4624
1589593762087, 114102, -2368, -6992, 4496
1589593762098, 114113, -2400, -7168, 4384
1589593762108, 114124, -2240, -7232, 4368
1589593762120, 114135, -2208, -7168, 4400
1589593762130, 114146, -2208, -6928, 4640
1589593762141, 114157, -2352, -6784, 4736
1589593762153, 114168, -2416, -6672, 4624
1589593762164, 114179, -2336, -6736, 4496
1589593762175, 114190, -2304, -6784, 4336
1589593762186, 114201, -2192, -6960, 4128
1589593762196, 114212, -2048, -7072, 4080
1589593762208, 114223, -2080, -7136, 3920
1589593762218, 114234, -2032, -7104, 3856
1589593762230, 114245, -2080, -6928, 3872
1589593762241, 114256, -2144, -6832, 3920
1589593762251, 114267, -2176, -6720, 3888
1589593762262, 114278, -2320, -6784, 3776
1589593762273, 114289, -2320, -6736, 3744
1589593762285, 114300, -2272, -6864, 3616
1589593762296, 114311, -2320, -6944, 3600
1589593762307, 114322, -2320, -7040, 3712
1589593762317, 114333, -2256, -7168, 3488
1589593762328, 114344, -2304, -7168, 3376
1589593762340, 114355, -2272, -7104, 3440
1589593762351, 114366, -2288, -7008, 3376
1589593762362, 114377, -2336, -6880, 3392
1589593762373, 114388, -2368, -6656, 3456
1589593762384, 114399, -2496, -6528, 3408
1589593762395, 114410, -2496, -6560, 3440
1589593762405, 114421, -2432, -6560, 3456
1589593762417, 114432, -2400, -6784, 3456
1589593762427, 114443, -2352, -7040, 3456
1589593762439, 114454, -2240, -7232, 3120
1589593762449, 114465, -2144, -7312, 3120
1589593762460, 114476, -2272, -7264, 3152
1589593762472, 114487, -2368, -7152, 3232
1589593762483, 114498, -2368, -7024, 3296
1589593762494, 114509, -2432, -6944, 3440
1589593762504, 114520, -2480, -6816, 3472
1589593762515, 114531, -2400, -6720, 3344
1589593762527, 114542, -2432, -6720, 3360
1589593762537, 114553, -2400, -6704, 3376
1589593762548, 114564, -2368, -6752, 3360
1589593762559, 114575, -2352, -6816, 3264
1589593762571, 114586, -2304, -6864, 3328
1589593762582, 114597, -2352, -6992, 3264
1589593762592, 114608, -2416, -6976, 3504
1589593762604, 114619, -2464, -6928, 3376
1589593762615, 114630, -2464, -6912, 3376
1589593762626, 114641, -2528, -6720, 3344
1589593762637, 114652, -2448, -6720, 3296
1589593762648, 114663, -2528, -6688, 3344
1589593762659, 114674, -2368, -6672, 3216
1589593762669, 114685, -2368, -6576, 3280
1589593762681, 114696, -2384, -6544, 3216
1589593762691, 114707, -2320, -6560, 3168
1589593762703, 114718, -2336, -6608, 3008
1589593762714, 114729, -2240, -6576, 2976
1589593762725, 114740, -2208, -6592, 2944
1589593762735, 114751, -2304, -6592, 3088
1589593762746, 114762, -2352, -6608, 3136
1589593762758, 114773, -2352, -6608, 3200
1589593762769, 114784, -2368, -6592, 3168
1589593762779, 114795, -2448, -6720, 3120
1589593762791, 114806, -2336, -6720, 2976
1589593762801, 114817, -2336, -6832, 2896
1589593762813, 114828, -2304, -6896, 2832
1589593762824, 114839, -2336, -6960, 2624
1589593762835, 114850, -2224, -7008, 2672
1589593762846, 114861, -2256, -7024, 2784
1589593762857, 114872, -2320, -7136, 2816
1589593762867, 114883, -2288, -7216, 2800
1589593762878, 114894, -2400, -7200, 2592
1589593762890, 114905, -2288, -7392, 2672
1589593762901, 114916, -2288, -7456, 2656
1589593762912, 114927, -2304, -7584, 2576
1589593762922, 114938, -2240, -7600, 2576
1589593762934, 114949, -2272, -7552, 2512
1589593762944, 114960, -2304, -7456, 2512
1589593762956, 114971, -2288, -7344, 2352
1589593762967, 114982, -2240, -7424, 2368
1589593762977, 114993, -2128, -7392, 2400
1589593762988, 115004, -2240, -7344, 2416
1589593763000, 115015, -2256, -7264, 2672
1589593763010, 115026, -2288, -7152, 2528
1589593763021, 115037, -2352, -7120, 2528
1589593763032, 115048, -2400, -7024, 2720
1589593763043, 115059, -2352, -6976, 2512
1589593763055, 115070, -2416, -6944, 2480
1589593763066, 115081, -2368, -6992, 2480
1589593763076, 115092, -2368, -7088, 2400
1589593763087, 115103, -2304, -7168, 2304
1589593763099, 115114, -2144, -7152, 2224
1589593763109, 115125, -2336, -7120, 2304
1589593763121, 115136, -2304, -7024, 2400
1589593763131, 115147, -2272, -7024, 2464
1589593763142, 115158, -2336, -6992, 2416
1589593763154, 115169, -2304, -7056, 2368
1589593763165, 115180, -2288, -7136, 2256
1589593763176, 115191, -2256, -7184, 2304
1589593763186, 115202, -2320, -7120, 2304
1589593763198, 115213, -2272, -7104, 2320
1589593763209, 115224, -2432, -7088, 2400
1589593763220, 115235, -2416, -7104, 2576
1589593763230, 115246, -2320, -7232, 2592
1589593763242, 115257, -2416, -7280, 2560
1589593763253, 115268, -2432, -7232, 2576
1589593763264, 115279, -2496, -7168, 2544
1589593763274, 115290, -2496, -7168, 2528
1589593763286, 115301, -2496, -7072, 2448
1589593763297, 115312, -2512, -7152, 2400
1589593763308, 115323, -2528, -7104, 2304
1589593763318, 115334, -2480, -7104, 2080
1589593763330, 115345, -2320, -7264, 2080
1589593763340, 115356, -2336, -7392, 2112
1589593763351, 115367, -2400, -7376, 2160
1589593763362, 115378, -2432, -7392, 2352
1589593763373, 115389, -2432, -7328, 2400
1589593763385, 115400, -2480, -7312, 2416
1589593763395, 115411, -2432, -7280, 2400
1589593763407, 115422, -2400, -7232, 2368
1589593763418, 115433, -2432, -7328, 2336
1589593763429, 115444, -2272, -7440, 2240
1589593763440, 115455, -2224, -7376, 2144
1589593763450, 115466, -2272, -7312, 2320
1589593763462, 115477, -2320, -7216, 2368
1589593763472, 115488, -2272, -7184, 2336
1589593763483, 115499, -2240, -7040, 2464
1589593763494, 115510, -2368, -6944, 2448
1589593763506, 115521, -2368, -6848, 2464
1589593763516, 115532, -2368, -6800, 2400
1589593763527, 115543, -2496, -6720, 2272
1589593763538, 115554, -2672, -6672, 2176
1589593763550, 115565, -2688, -6752, 2192
1589593763561, 115576, -2768, -7040, 2320
1589593763572, 115587, -2816, -7392, 2672
1589593763582, 115598, -2752, -7632, 2688
1589593763593, 115609, -2736, -7792, 2800
1589593763604, 115620, -2688, -7888, 2864
1589593763615, 115631, -2656, -7856, 2784
1589593763627, 115642, -2544, -7664, 2640
1589593763637, 115653, -2592, -7328, 2448
1589593763649, 115664, -2496, -7136, 2384
1589593763660, 115675, -2496, -6992, 2224
1589593763670, 115686, -2576, -6832, 2272
1589593763681, 115697, -2464, -6752, 2128
1589593763692, 115708, -2432, -6832, 2000
1589593763703, 115719, -2448, -6928, 1936
1589593763715, 115730, -2448, -7056, 1904
1589593763726, 115741, -2432, -7216, 1760
1589593763736, 115752, -2480, -7280, 2064
1589593763747, 115763, -2320, -7312, 2160
1589593763759, 115774, -2336, -7408, 2224
1589593763770, 115785, -2224, -7312, 2208
1589593763781, 115796, -2224, -7136, 2192
1589593763792, 115807, -2224, -6976, 2128
1589593763803, 115818, -2272, -6800, 2016
1589593763814, 115829, -2320, -6768, 2000
1589593763825, 115840, -2320, -6816, 2032
1589593763836, 115851, -2288, -6944, 2080
1589593763847, 115862, -2320, -7056, 2224
1589593763857, 115873, -2240, -7344, 2304
1589593763868, 115884, -2320, -7584, 2368
1589593763880, 115895, -2240, -7696, 2400
1589593763890, 115906, -2160, -7744, 2448
1589593763902, 115917, -2240, -7632, 2352
1589593763912, 115928, -2256, -7552, 2208
1589593763924, 115939, -2208, -7344, 2000
1589593763934, 115950, -2256, -7296, 2016
1589593763946, 115961, -2240, -7184, 2080
1589593763957, 115972, -2304, -7168, 1904
1589593763968, 115983, -2288, -7152, 1792
1589593763979, 115994, -2304, -7136, 1888
1589593763990, 116005, -2336, -7200, 1728
1589593764000, 116016, -2320, -7296, 1696
1589593764012, 116027, -2176, -7424, 1696
1589593764022, 116038, -2288, -7440, 1680
1589593764034, 116049, -2320, -7504, 1712
1589593764044, 116060, -2288, -7504, 1888
1589593764056, 116071, -2336, -7392, 1696
1589593764067, 116082, -2336, -7360, 1536
1589593764078, 116093, -2384, -7360, 1600
1589593764089, 116104, -2272, -7376, 1552
1589593764099, 116115, -2240, -7344, 1568
1589593764110, 116126, -2288, -7392, 1584
1589593764121, 116137, -2304, -7344, 1616
1589593764132, 116148, -2336, -7296, 1712
1589593764143, 116159, -2304, -7344, 1648
1589593764154, 116170, -2368, -7376, 1760
1589593764166, 116181, -2352, -7408, 1984
1589593764176, 116192, -2400, -7456, 1776
1589593764188, 116203, -2272, -7504, 1712
1589593764198, 116214, -2336, -7520, 1744
1589593764210, 116225, -2288, -7520, 1696
1589593764221, 116236, -2320, -7552, 1664
1589593764232, 116247, -2336, -7520, 1760
1589593764242, 116258, -2352, -7424, 1696
1589593764253, 116269, -2336, -7360, 1712
1589593764264, 116280, -2336, -7408, 1648
1589593764276, 116291, -2336, -7424, 1776
1589593764287, 116302, -2352, -7488, 1808
1589593764297, 116313, -2320, -7520, 1712
1589593764309, 116324, -2288, -7552, 1744
1589593764319, 116335, -2288, -7440, 1760
1589593764331, 116346, -2192, -7472, 1744
1589593764342, 116357, -2272, -7456, 1776
1589593764353, 116368, -2256, -7392, 1696
1589593764364, 116379, -2192, -7456, 1728
1589593764375, 116390, -2224, -7440, 1744
1589593764386, 116401, -2272, -7472, 1920
1589593764397, 116412, -2128, -7520, 1760
1589593764408, 116423, -2288, -7456, 1712
1589593764418, 116434, -2256, -7424, 1680
1589593764429, 116445, -2288, -7440, 1632
1589593764441, 116456, -2144, -7376, 1616
1589593764451, 116467, -2224, -7328, 1632
1589593764463, 116478, -2144, -7312, 1712
1589593764474, 116489, -2144, -7296, 1648
1589593764484, 116500, -2160, -7280, 1632
1589593764496, 116511, -2048, -7264, 1856
1589593764507, 116522, -2192, -7280, 2000
1589593764518, 116533, -1792, -7184, 2176
1589593764529, 116544, -1792, -7184, 2352
1589593764539, 116555, -1632, -7216, 2592
1589593764550, 116566, -1344, -7120, 2928
1589593764561, 116577, -1408, -7232, 3488
1589593764572, 116588, -1760, -7200, 3952
1589593764583, 116599, -1824, -7136, 4656
1589593764595, 116610, -1888, -7072, 5200
1589593764606, 116621, -2160, -6864, 5536
1589593764616, 116632, -2304, -6416, 5984
1589593764628, 116643, -2112, -6032, 6320
1589593764639, 116654, -2128, -5888, 6688
1589593764649, 116665, -2336, -5856, 7408
1589593764660, 116676, -2720, -5904, 8032
1589593764672, 116687, -3184, -5792, 8688
1589593764683, 116698, -3280, -5744, 9168
1589593764693, 116709, -4144, -5616, 9264
1589593764704, 116720, -4512, -5664, 8912
1589593764716, 116731, -4800, -5712, 8336
1589593764727, 116742, -5008, -5744, 7600
1589593764738, 116753, -5248, -5824, 6816
1589593764748, 116764, -5408, -5808, 6320
1589593764760, 116775, -5472, -5696, 5776
1589593764771, 116786, -5728, -5920, 5200
1589593764782, 116797, -5888, -6016, 4704
1589593764792, 116808, -6000, -6080, 4272
1589593764803, 116819, -6032, -6144, 3808
1589593764815, 116830, -6560, -6160, 3472
1589593764826, 116841, -6784, -6240, 2864
1589593764837, 116852, -6784, -6336, 1952
1589593764848, 116863, -6704, -6192, 1440
1589593764859, 116874, -6656, -6016, 976
1589593764869, 116885, -6656, -5968, 384
1589593764881, 116896, -6304, -5680, 32
1589593764891, 116907, -6368, -5696, -288
1589593764903, 116918, -6432, -5824, -528
1589593764913, 116929, -6512, -5872, -800
1589593764925, 116940, -6320, -6272, -1184
1589593764935, 116951, -5968, -6624, -1488
1589593764947, 116962, -5696, -6896, -1680
1589593764957, 116973, -5568, -7200, -2032
1589593764969, 116984, -5312, -7552, -2320
1589593764980, 116995, -5040, -7888, -2560
1589593764991, 117006, -4896, -8208, -2384
1589593765002, 117017, -4832, -8176, -2560
1589593765013, 117028, -4624, -7984, -2480
1589593765024, 117039, -4624, -7472, -2400
1589593765034, 117050, -4496, -7168, -2224
1589593765046, 117061, -4400, -7088, -1936
1589593765056, 117072, -4288, -7072, -1856
1589593765068, 117083, -4256, -6976, -1648
1589593765078, 117094, -4448, -6576, -1584
1589593765090, 117105, -4432, -6272, -1440
1589593765101, 117116, -4992, -6128, -1072
1589593765111, 117127, -4896, -6112, -640
1589593765122, 117138, -4864, -5904, -704
1589593765133, 117149, -5008, -6016, -976
1589593765145, 117160, -5248, -6432, -1216
1589593765155, 117171, -5376, -6768, -2160
1589593765167, 117182, -6336, -7424, -2928
1589593765177, 117193, -6896, -8448, -3792
1589593765189, 117204, -7248, -8864, -4400
1589593765200, 117215, -7472, -8672, -4864
1589593765211, 117226, -8400, -7744, -5568
1589593765221, 117237, -9344, -7216, -5504
1589593765233, 117248, -9312, -6384, -5264
1589593765244, 117259, -9280, -6096, -5392
1589593765255, 117270, -9456, -6608, -5904
1589593765266, 117281, -9760, -7232, -6256
1589593765276, 117292, -9744, -8048, -6624
1589593765288, 117303, -10048, -8976, -6800
1589593765299, 117314, -10448, -9584, -6800
1589593765310, 117325, -10672, -10368, -6912
1589593765320, 117336, -11232, -10352, -7408
1589593765332, 117347, -12240, -10240, -7824
1589593765343, 117358, -12608, -9952, -7936
1589593765354, 117369, -16048, -9200, -7344
1589593765365, 117380, -16608, -8240, -5584
1589593765376, 117391, -16640, -5952, -2784
1589593765386, 117402, -16544, -3520, 1552
1589593765398, 117413, -16672, -1936, 6912
1589593765409, 117424, -16288, -1488, 9280
1589593765420, 117435, -15632, -624, 9904
1589593765431, 117446, -14208, -352, 9264
1589593765442, 117457, -14000, -1168, 9232
1589593765453, 117468, -14352, -2256, 9760
1589593765464, 117479, -13376, -3136, 10208
1589593765475, 117490, -12112, -2880, 11040
1589593765486, 117501, -12864, -3744, 9152
1589593765497, 117512, -10592, -4320, 8144
1589593765508, 117523, -10384, -3824, 7472
1589593765518, 117534, -10368, -3648, 7792
1589593765529, 117545, -10240, -4000, 7520
1589593765540, 117556, -8848, -4496, 6976
1589593765552, 117567, -7872, -4768, 7344
1589593765562, 117578, -7632, -5280, 6704
1589593765573, 117589, -5824, -5664, 5984
1589593765584, 117600, -5280, -5952, 5152
1589593765596, 117611, -4992, -6032, 4720
1589593765606, 117622, -4160, -6256, 3888
1589593765618, 117633, -3792, -6384, 3200
1589593765628, 117644, -3664, -6592, 2208
1589593765639, 117655, -2816, -6464, 1744
1589593765650, 117666, -2336, -6656, 1408
1589593765661, 117677, -2336, -6672, 1616
1589593765672, 117688, -2496, -6528, 1968
1589593765684, 117699, -2480, -6480, 2496
1589593765694, 117710, -2496, -6496, 2592
1589593765706, 117721, -2576, -6480, 2576
1589593765717, 117732, -2576, -6736, 2464
1589593765728, 117743, -2400, -6688, 2480
1589593765739, 117754, -2080, -6640, 2144
1589593765749, 117765, -1936, -6800, 1856
1589593765760, 117776, -1840, -7056, 1696
1589593765772, 117787, -2000, -7216, 1392
1589593765783, 117798, -2112, -7024, 1216
1589593765793, 117809, -1872, -6800, 1408
1589593765805, 117820, -1808, -6416, 1760
1589593765815, 117831, -1808, -4640, 5536
1589593765827, 117842, -1888, -6832, 608
1589593765837, 117853, -1664, -5024, 4912
1589593765848, 117864, -1616, -8528, -288
1589593765859, 117875, -1664, -6288, 3552
1589593765871, 117886, -1744, -6592, 2160
1589593765881, 117897, -1440, -7312, 1296
1589593765893, 117908, -1472, -7440, 1808
1589593765903, 117919, -1824, -7552, 1696
1589593765914, 117930, -2000, -6976, 2352
1589593765925, 117941, -1696, -7216, 2400
1589593765936, 117952, -2432, -6848, 2800
1589593765947, 117963, -2336, -7008, 3008
1589593765958, 117974, -2512, -7168, 2800
1589593765970, 117985, -2480, -7040, 2656
1589593765981, 117996, -2256, -7760, 3712
1589593765991, 118007, -2544, -6416, 4576
1589593766003, 118018, -2752, -6016, 3568
1589593766013, 118029, -2368, -7552, 656
1589593766025, 118040, -2368, -7056, 1904
1589593766035, 118051, -2272, -7072, 1456
1589593766047, 118062, -2608, -6864, 1840
1589593766058, 118073, -2688, -6528, 2656
1589593766069, 118084, -2816, -5872, 2672
1589593766080, 118095, -2880, -5504, 3680
1589593766091, 118106, -3056, -5760, 3744
1589593766101, 118117, -3056, -5920, 3520
1589593766113, 118128, -3120, -6032, 3264
1589593766124, 118139, -3152, -6400, 2816
1589593766134, 118150, -3136, -6544, 2912
1589593766146, 118161, -3248, -6512, 3008
1589593766157, 118172, -3344, -6368, 3488
1589593766168, 118183, -3520, -6176, 3952
1589593766179, 118194, -3648, -6080, 4144
1589593766189, 118205, -3856, -5920, 4112
1589593766201, 118216, -4032, -6016, 4192
1589593766212, 118227, -4096, -5696, 4016
1589593766223, 118238, -4048, -5504, 3616
1589593766233, 118249, -3744, -5776, 3328
1589593766244, 118260, -3440, -6320, 2832
1589593766256, 118271, -3152, -7072, 2272
1589593766266, 118282, -2736, -7664, 2112
1589593766278, 118293, -2672, -8096, 2224
1589593766289, 118304, -2720, -8240, 2448
1589593766300, 118315, -2992, -8112, 3056
1589593766311, 118326, -3136, -7392, 3872
1589593766322, 118337, -3216, -6800, 3680
1589593766333, 118348, -3552, -6704, 3696
1589593766343, 118359, -3584, -6864, 3184
1589593766355, 118370, -3424, -7280, 2528
1589593766366, 118381, -3472, -7584, 1984
1589593766377, 118392, -3584, -7760, 1728
1589593766387, 118403, -3488, -7936, 1312
1589593766399, 118414, -3312, -8144, 1312
1589593766410, 118425, -3520, -8256, 1776
1589593766420, 118436, -3568, -8240, 2128
1589593766432, 118447, -3504, -8272, 2304
1589593766443, 118458, -3712, -8256, 2384
1589593766454, 118469, -3712, -8176, 2112
1589593766464, 118480, -3696, -8048, 1744
1589593766475, 118491, -3728, -7936, 1200
1589593766487, 118502, -3360, -7984, 768
1589593766497, 118513, -3104, -8128, 640
1589593766508, 118524, -3136, -8320, 736
1589593766520, 118535, -2816, -8432, 1088
1589593766531, 118546, -2896, -8352, 1280
1589593766541, 118557, -2928, -8208, 1648
1589593766553, 118568, -2992, -8032, 1920
1589593766563, 118579, -2944, -7696, 1984
1589593766574, 118590, -3088, -7568, 2144
1589593766586, 118601, -3120, -7376, 2064
1589593766596, 118612, -3072, -7056, 1984
1589593766608, 118623, -3104, -6976, 2080
1589593766618, 118634, -3056, -7040, 2160
1589593766629, 118645, -3056, -7088, 2096
1589593766641, 118656, -2960, -7056, 2160
1589593766651, 118667, -2832, -7008, 2336
1589593766662, 118678, -2880, -6960, 2304
1589593766674, 118689, -2912, -6944, 2448
1589593766685, 118700, -2768, -6832, 2544
1589593766695, 118711, -2800, -6688, 2816
1589593766706, 118722, -2928, -6512, 3088
1589593766718, 118733, -3056, -6368, 3360
1589593766729, 118744, -2992, -6240, 3840
1589593766740, 118755, -3136, -6096, 4096
1589593766750, 118766, -3216, -5920, 4528
1589593766762, 118777, -3264, -5744, 4432
1589593766772, 118788, -3248, -5680, 4464
1589593766784, 118799, -3184, -5600, 4512
1589593766795, 118810, -3088, -5664, 4560
1589593766805, 118821, -3104, -5648, 4496
1589593766816, 118832, -3088, -5872, 4448
1589593766827, 118843, -2960, -5952, 4592
1589593766839, 118854, -2928, -6000, 4608
1589593766849, 118865, -2912, -6064, 4448
1589593766861, 118876, -2880, -6096, 4432
1589593766871, 118887, -2816, -6128, 4400
1589593766883, 118898, -2832, -6144, 4416
1589593766893, 118909, -2880, -6048, 4384
1589593766905, 118920, -2864, -6000, 4352
1589593766915, 118931, -2976, -6000, 4224
1589593766927, 118942, -2912, -5952, 4176
1589593766937, 118953, -3008, -6080, 4144
1589593766948, 118964, -3072, -6080, 4064
1589593766960, 118975, -3040, -6064, 4000
1589593766971, 118986, -3024, -6144, 3984
1589593766982, 118997, -2960, -6224, 3904
1589593766992, 119008, -2976, -6256, 3872
1589593767003, 119019, -2960, -6240, 3904
1589593767014, 119030, -2928, -6224, 3744
1589593767025, 119041, -2880, -6240, 3712
1589593767037, 119052, -2928, -6272, 3872
1589593767047, 119063, -2880, -6304, 3904
1589593767058, 119074, -2928, -6272, 4000
1589593767070, 119085, -2912, -6304, 4080
1589593767081, 119096, -2896, -6256, 4000
1589593767092, 119107, -2944, -6176, 3904
1589593767103, 119118, -2944, -6176, 3792
1589593767114, 119129, -2864, -6144, 3808
1589593767124, 119140, -2832, -6176, 3792
1589593767135, 119151, -2704, -6336, 3712
1589593767146, 119162, -2704, -6496, 3616
1589593767158, 119173, -2640, -6576, 3712
1589593767169, 119184, -2608, -6704, 3680
1589593767180, 119195, -2640, -6688, 3568
1589593767191, 119206, -2640, -6640, 3472
1589593767202, 119217, -2752, -6576, 3472
1589593767213, 119228, -2688, -6464, 3472
1589593767224, 119239, -2736, -6512, 3184
1589593767234, 119250, -2768, -6448, 3584
1589593767246, 119261, -2704, -6560, 3568
1589593767257, 119272, -2848, -6512, 3600
1589593767267, 119283, -2800, -6496, 3648
1589593767279, 119294, -2720, -6528, 3696
1589593767290, 119305, -2752, -6560, 3552
1589593767301, 119316, -2768, -6608, 3728
1589593767312, 119327, -2784, -6528, 3744
1589593767322, 119338, -2848, -6432, 3648
1589593767333, 119349, -2800, -6400, 3648
1589593767345, 119360, -2832, -6528, 3712
1589593767355, 119371, -2704, -6640, 3760
1589593767366, 119382, -2688, -6704, 3744
1589593767377, 119393, -2592, -6800, 3760
1589593767389, 119404, -2640, -6848, 3872
1589593767399, 119415, -2688, -6720, 3872
1589593767411, 119426, -2704, -6720, 3856
1589593767422, 119437, -2768, -6480, 3744
1589593767432, 119448, -2704, -6352, 3648
1589593767444, 119459, -2624, -6304, 3472
1589593767454, 119470, -2672, -6256, 3440
1589593767466, 119481, -2416, -6384, 3536
1589593767477, 119492, -2448, -6544, 3616
1589593767487, 119503, -2480, -6592, 3696
1589593767498, 119514, -2464, -6688, 3760
1589593767509, 119525, -2528, -6592, 3696
1589593767520, 119536, -2512, -6512, 3552
1589593767532, 119547, -2208, -6416, 3680
1589593767543, 119558, -2288, -4032, 4448
1589593767554, 119569, -3168, -11216, -5696
1589593767564, 119580, -1840, -3584, 8208
1589593767576, 119591, -2400, -6672, 3264
1589593767587, 119602, -2272, -6432, 3792
1589593767598, 119613, -2288, -7216, 3152
1589593767608, 119624, -2304, -7584, 2944
1589593767619, 119635, -2288, -6608, 4512
1589593767631, 119646, -2416, -7120, 3360
1589593767641, 119657, -2384, -6832, 3584
1589593767653, 119668, -2416, -6672, 3600
1589593767663, 119679, -3168, -7104, -2176
1589593767675, 119690, -3264, -3760, 7648
1589593767685, 119701, -2688, -8752, 256
1589593767697, 119712, -2256, -4576, 6624
1589593767708, 119723, -2608, -5152, 5536
1589593767719, 119734, -2592, -7088, 2528
1589593767730, 119745, -2400, -5984, 4000
1589593767741, 119756, -2544, -6768, 3520
1589593767752, 119767, -2256, -6448, 4096
1589593767762, 119778, -2304, -6832, 4000
1589593767774, 119789, -2224, -6592, 3216
1589593767784, 119800, -2304, -6096, 3808
1589593767795, 119811, -2352, -6352, 3520
1589593767807, 119822, -2304, -6448, 3680
1589593767817, 119833, -2304, -6656, 3600
1589593767828, 119844, -2352, -6768, 3472
1589593767840, 119855, -2272, -6640, 3504
1589593767850, 119866, -2272, -6608, 3424
1589593767861, 119877, -2368, -6544, 3408
1589593767873, 119888, -2368, -6448, 3360
1589593767883, 119899, -2416, -6400, 3424
1589593767895, 119910, -2336, -6432, 3344
1589593767905, 119921, -2272, -6528, 3376
1589593767917, 119932, -2240, -6576, 3344
1589593767928, 119943, -2288, -6688, 3264
1589593767938, 119954, -2352, -6800, 3216
1589593767950, 119965, -2256, -6896, 3136
1589593767960, 119976, -2256, -6896, 3088
1589593767972, 119987, -2224, -6928, 3136
1589593767983, 119998, -2224, -6944, 3344
1589593767993, 120009, -2096, -6848, 3360
1589593768005, 120020, -2304, -6816, 3584
1589593768015, 120031, -2368, -6672, 3888
1589593768026, 120042, -2320, -6576, 3888
1589593768039, 120053, -2512, -6560, 3936
1589593768048, 120064, -2496, -6320, 3904
1589593768060, 120075, -2624, -6304, 3920
1589593768070, 120086, -2544, -6144, 4016
1589593768082, 120097, -2560, -6128, 4144
1589593768092, 120108, -2592, -6048, 4304
1589593768104, 120119, -2448, -6160, 4368
